DAUID,DA_address,Target_name,Target_address,Distance (km)
59170299,"575 Marifield Ave, Victoria, BC V8V 1N3",Thrifty Foods,"475 Simcoe St, Victoria, BC V8V 4T4",0.32
59170300,"136 S Turner St, Victoria, BC V8V 2J8",For Good Measure Grocery & Coffee Shop,"579 Niagara St, Victoria, BC V8V 1H8",0.15
59170300,"136 S Turner St, Victoria, BC V8V 2J8",Thrifty Foods,"475 Simcoe St, Victoria, BC V8V 4T4",0.27
59170301,"540 Rithet St, Victoria, BC V8V 1E2",For Good Measure Grocery & Coffee Shop,"579 Niagara St, Victoria, BC V8V 1H8",0.17
59170301,"540 Rithet St, Victoria, BC V8V 1E2",Thrifty Foods,"475 Simcoe St, Victoria, BC V8V 4T4",0.3
59170302,"40 Government St, Victoria, BC V8V 2K3",Thrifty Foods,"475 Simcoe St, Victoria, BC V8V 4T4",0.6
59170302,"548 Dallas Rd, Victoria, BC V8V 1B3",For Good Measure Grocery & Coffee Shop,"579 Niagara St, Victoria, BC V8V 1H8",0.22
59170302,"548 Dallas Rd, Victoria, BC V8V 1B3",Thrifty Foods,"475 Simcoe St, Victoria, BC V8V 4T4",0.43
59170303,"416 Luxton Ave, Victoria, BC V8V 1C9",Thrifty Foods,"475 Simcoe St, Victoria, BC V8V 4T4",0.28
59170303,"416 Luxton Ave, Victoria, BC V8V 1C9",For Good Measure Grocery & Coffee Shop,"579 Niagara St, Victoria, BC V8V 1H8",0.46
59170304,"132 Menzies St, Victoria, BC V8V 2G5",Thrifty Foods,"475 Simcoe St, Victoria, BC V8V 4T4",0.05
59170304,"132 Menzies St, Victoria, BC V8V 2G5",For Good Measure Grocery & Coffee Shop,"579 Niagara St, Victoria, BC V8V 1H8",0.37
59170305,"345 St James St, Victoria, BC V8V 1J7",Thrifty Foods,"475 Simcoe St, Victoria, BC V8V 4T4",0.24
59170308,"443 Superior St, Victoria, BC V8V 4S7",Thrifty Foods,"475 Simcoe St, Victoria, BC V8V 4T4",0.37
59170309,"242 Ontario St, Victoria, BC V8V 1N2",Thrifty Foods,"475 Simcoe St, Victoria, BC V8V 4T4",0.53
59170310,"121 Michigan St, Victoria, BC V8V 1R2",Thrifty Foods,"475 Simcoe St, Victoria, BC V8V 4T4",0.76
59170311,"506 Pendray St, Victoria, BC V8V 0A9",Thrifty Foods,"475 Simcoe St, Victoria, BC V8V 4T4",0.7
59170312,"111 Niagara St, Victoria, BC V8V 1G1",Thrifty Foods,"475 Simcoe St, Victoria, BC V8V 4T4",0.76
